chr	geneID	start	end
chr14	ENSG00000258884.1	90812365	90838128
chr14	ENSG00000100784.10	90837862	91070332
chr14	ENSG00000133943.20	91050637	91235632
chr14	ENSG00000252644.1	91081077	91101138
chr14	ENSG00000221102.1	91116425	91136553
chr14	ENSG00000119714.10	91222532	91263925
chr14	ENSG00000258875.5	91232759	91262211
chr14	ENSG00000260810.1	91248299	91269003
chr14	ENSG00000015133.18	91261323	91427844
chr14	ENSG00000258798.1	91408266	91431176
chr14	ENSG00000258446.1	91409449	91429751
chr14	ENSG00000100796.17	91447611	91520554
chr14	ENSG00000278342.1	91544410	91564503
chr14	ENSG00000279286.2	91562444	91585271
chr14	ENSG00000133962.7	91570696	91789070
chr14	ENSG00000268295.1	91593173	91613433
chr14	ENSG00000258774.1	91594402	91615319
chr14	ENSG00000258962.2	91699111	91720617
chr14	ENSG00000275154.1	91704915	91725130
chr14	ENSG00000260711.2	91742856	91769798
chr14	ENSG00000165929.12	91769751	91877536
chr14	ENSG00000140092.14	91859412	91957987
chr14	ENSG00000100815.12	91955991	92043253
chr14	ENSG00000259020.3	92016566	92036887
chr14	ENSG00000066427.21	92028652	92116621
chr14	ENSG00000183648.9	92106122	92131917
chr14	ENSG00000165934.12	92111937	92182145
chr14	ENSG00000258481.1	92243493	92273656
chr14	ENSG00000201097.1	92255702	92275807
chr14	ENSG00000140090.17	92312581	92511483
chr14	ENSG00000100599.15	92503774	92698994
chr14	ENSG00000100600.14	92693807	92758702
chr14	ENSG00000066455.12	92784231	92849963
chr14	ENSG00000258742.5	92876352	92903506
chr14	ENSG00000258499.1	92895697	92917482
chr14	ENSG00000100604.12	92913080	92945293
chr14	ENSG00000100605.16	92926914	93126320
chr14	ENSG00000258730.1	93057452	93082152
chr14	ENSG00000258595.2	93128066	93148465
chr14	ENSG00000165943.4	93172196	93194928
chr14	ENSG00000153485.5	93174951	93197089
chr14	ENSG00000170270.4	93192894	93217055
chr14	ENSG00000012963.14	93197095	93239215
chr14	ENSG00000240096.1	93213598	93234139
chr14	ENSG00000011114.14	93227550	93343092
chr14	ENSG00000241499.1	93234010	93254323
chr14	ENSG00000133958.13	93323219	93717876
chr14	ENSG00000278396.1	93324528	93345057
chr14	ENSG00000187581.2	93337191	93358356
chr14	ENSG00000202306.1	93387139	93407234
chr14	ENSG00000252720.1	93427400	93447510
chr14	ENSG00000277826.1	93627179	93647338
chr14	ENSG00000175785.12	93708298	93798481
chr14	ENSG00000279593.1	93885762	93907759
chr14	ENSG00000258584.1	93894730	93937066
chr14	ENSG00000140067.6	93908894	93939608
chr14	ENSG00000100628.11	93924153	93986791
chr14	ENSG00000258987.1	93931202	93954129
chr14	ENSG00000265768.1	93938226	93958302
chr14	ENSG00000175699.14	93977225	94018863
chr14	ENSG00000089723.9	94016329	94058290
chr14	ENSG00000089737.16	94038931	94091245
chr14	ENSG00000165948.10	94071282	94113846
chr14	ENSG00000165949.12	94094836	94126698
chr14	ENSG00000119632.3	94117781	94140253
chr14	ENSG00000119698.11	94136128	94289735
chr14	ENSG00000140093.9	94270455	94303271
chr14	ENSG00000170099.5	94294248	94333394
chr14	ENSG00000258597.3	94354313	94376698
chr14	ENSG00000197249.13	94366747	94400693
chr14	ENSG00000256357.1	94420633	94474625
chr14	ENSG00000186910.3	94432464	94462790
chr14	ENSG00000170054.14	94452717	94489689
chr14	ENSG00000165953.9	94477274	94527844
chr14	ENSG00000100665.11	94551091	94579913
chr14	ENSG00000188488.13	94568706	94603120
chr14	ENSG00000196136.17	94602377	94634055
chr14	ENSG00000258805.1	94623705	94644524
chr14	ENSG00000187483.9	94630725	94656994
chr14	ENSG00000259140.2	94664877	94685829
chr14	ENSG00000239269.1	94716288	94737175
chr14	ENSG00000133937.4	94758216	94780230
chr14	ENSG00000240914.1	94790849	94811463
chr14	ENSG00000274379.1	94908253	94928734
chr14	ENSG00000258933.1	94950277	94972976
chr14	ENSG00000258866.1	95038220	95060953
chr14	ENSG00000100697.14	95076228	95167422
chr14	ENSG00000264607.1	95127919	95147986
chr14	ENSG00000235706.7	95147645	95189933
chr14	ENSG00000165959.11	95171940	95329906
chr14	ENSG00000258615.1	95189039	95209345
chr14	ENSG00000258630.1	95319584	95345504
chr14	ENSG00000176438.12	95397266	95485836
chr14	ENSG00000258572.1	95506136	95527911
chr14	ENSG00000247092.6	95522297	95544592
chr14	ENSG00000252481.1	95523355	95543502
chr14	ENSG00000182512.4	95523630	95554724
chr14	ENSG00000258390.1	95563562	95591956
chr14	ENSG00000258927.1	95610914	95653285
chr14	ENSG00000270038.1	95634508	95655232
chr14	ENSG00000187621.14	95640501	95689833
chr14	ENSG00000213231.12	95676417	95702643
chr14	ENSG00000100721.10	95699967	95724196
chr14	ENSG00000257275.6	95701803	95767656
chr14	ENSG00000258516.1	95845548	95876464
chr14	ENSG00000250366.2	95866392	95935571
chr14	ENSG00000271358.1	96009484	96029765
chr14	ENSG00000227051.6	96029324	96103889
chr14	ENSG00000168398.6	96194679	96254166
chr14	ENSG00000258412.1	96200860	96224818
chr14	ENSG00000258788.3	96213108	96233347
chr14	ENSG00000259036.1	96223431	96244101
chr14	ENSG00000100739.10	96245824	96278967
chr14	ENSG00000258793.1	96249411	96278429
chr14	ENSG00000258729.2	96265046	96286723
chr14	ENSG00000066739.11	96269202	96373451
chr14	ENSG00000100744.14	96353871	96397288
chr14	ENSG00000222276.1	96374624	96394815
chr14	ENSG00000140057.8	96382111	96499427
chr14	ENSG00000259059.1	96413700	96434209
chr14	ENSG00000240051.1	96446576	96467041
chr14	ENSG00000260806.1	96490810	96512321
chr14	ENSG00000090060.17	96492373	96577111
chr14	ENSG00000276182.1	96527170	96547904
chr14	ENSG00000258702.1	96582733	96605762
chr14	ENSG00000223299.1	96628187	96648514
chr14	ENSG00000258979.1	96731191	96800613
chr14	ENSG00000100749.7	96787304	96941722
chr14	ENSG00000225163.4	96933517	96955394
chr14	ENSG00000280070.1	96982864	97006601
chr14	ENSG00000259026.1	97100416	97129247
chr14	ENSG00000258393.1	97106355	97131501
chr14	ENSG00000259110.1	97144857	97168736
chr14	ENSG00000246084.2	97448816	97591601
chr14	ENSG00000197176.7	97622647	97696658
chr14	ENSG00000258869.1	97739264	97773989
chr14	ENSG00000258379.1	97776565	97799256
chr14	ENSG00000246223.8	97915610	97988124
chr14	ENSG00000259097.1	98058240	98215143
chr14	ENSG00000258511.1	98126074	98149242
chr14	ENSG00000241757.3	98341367	98361664
chr14	ENSG00000258795.1	98487132	98524798
chr14	ENSG00000176605.7	98701613	98727761
chr14	ENSG00000237342.1	98834896	98855597
chr14	ENSG00000278990.1	98906902	98927801
chr14	ENSG00000259119.1	98915137	98937805
chr14	ENSG00000232573.1	98962879	98983301
chr14	ENSG00000234648.1	98963314	98983471
chr14	ENSG00000229402.1	99148416	99169669
chr14	ENSG00000127152.17	99159287	99281524
chr14	ENSG00000235785.1	99252948	99274735
chr14	ENSG00000258383.1	99314799	99342015
chr14	ENSG00000183576.12	99387746	99490889
chr14	ENSG00000272439.1	99434306	99454412
chr14	ENSG00000090061.17	99471169	99545044
chr14	ENSG00000205476.8	99490180	99614026
chr14	ENSG00000200506.1	99573017	99593118
chr14	ENSG00000247970.2	99594556	99635740
chr14	ENSG00000182218.9	99635110	99690569
chr14	ENSG00000036530.8	99674304	99737301
chr14	ENSG00000258672.1	99681445	99703648
chr14	ENSG00000066629.16	99727693	99952060
chr14	ENSG00000199836.1	99935315	99955477
chr14	ENSG00000271198.1	99954529	99975378
chr14	ENSG00000196405.12	99961449	100153956
chr14	ENSG00000242888.1	99964336	99985149
chr14	ENSG00000258693.1	99967115	99988098
chr14	ENSG00000258560.1	100042803	100084878
chr14	ENSG00000265154.1	100099419	100119514
chr14	ENSG00000199082.1	100099655	100119753
chr14	ENSG00000168350.7	100134237	100170163
chr14	ENSG00000258982.1	100197407	100217652
chr14	ENSG00000100811.12	100228298	100292792
chr14	ENSG00000258904.1	100253781	100275405
chr14	ENSG00000197119.12	100281111	100316547
chr14	ENSG00000198984.1	100297859	100317956
chr14	ENSG00000243976.2	100309073	100329370
chr14	ENSG00000140107.10	100313337	100340378
chr14	ENSG00000140105.17	100323788	100386805
chr14	ENSG00000258666.1	100343870	100364061
chr14	ENSG00000258521.1	100329832	100350554
chr14	ENSG00000258581.2	100356628	100376920
chr14	ENSG00000176473.13	100370910	100540303
chr14	ENSG00000258620.1	100396599	100417613
chr14	ENSG00000258500.2	100470952	100491274
chr14	ENSG00000253075.1	100477544	100497787
chr14	ENSG00000183092.16	100527147	100597413
chr14	ENSG00000259031.1	100530130	100550409
chr14	ENSG00000258576.1	100577775	100599326
chr14	ENSG00000196273.7	100647250	100682775
chr14	ENSG00000258717.1	100665930	100689884
chr14	ENSG00000185559.13	100715705	100748224
chr14	ENSG00000214548.14	100769410	100871031
chr14	ENSG00000266461.1	100804491	100824574
chr14	ENSG00000275161.1	100806041	100826244
chr14	ENSG00000274884.1	100816284	100836370
chr14	ENSG00000211574.1	100842390	100862487
chr14	ENSG00000207989.3	100859060	100879148
chr14	ENSG00000199151.3	100864493	100884585
chr14	ENSG00000283159.1	100865033	100885104
chr14	ENSG00000254656.1	100870655	100894847
chr14	ENSG00000225746.9	100884770	101037415
chr14	ENSG00000275662.1	100887920	100907948
chr14	ENSG00000199005.4	100901139	100921213
chr14	ENSG00000202191.1	100914824	100934892
chr14	ENSG00000212384.1	100917342	100937413
chr14	ENSG00000201700.3	100919919	100939990
chr14	ENSG00000272474.1	100928187	100948264
chr14	ENSG00000200215.3	100929556	100949630
chr14	ENSG00000200632.1	100931126	100951202
chr14	ENSG00000200367.1	100933451	100953524
chr14	ENSG00000201950.1	100935649	100955720
chr14	ENSG00000199575.1	100939833	100959904
chr14	ENSG00000200823.1	100941856	100961933
chr14	ENSG00000201839.1	100943349	100963423
chr14	ENSG00000200832.1	100944374	100964448
chr14	ENSG00000199798.1	100945370	100965439
chr14	ENSG00000200150.1	100946240	100966312
chr14	ENSG00000201263.1	100947166	100967237
chr14	ENSG00000199390.1	100953054	100973130
chr14	ENSG00000201240.1	100956029	100976100
chr14	ENSG00000200279.1	100957052	100977123
chr14	ENSG00000200608.1	100958111	100978185
chr14	ENSG00000202270.1	100958948	100979022
chr14	ENSG00000201247.1	100959879	100979952
chr14	ENSG00000199593.1	100962103	100982177
chr14	ENSG00000201557.1	100962670	100982741
chr14	ENSG00000199914.1	100963595	100983664
chr14	ENSG00000201569.1	100964806	100984880
chr14	ENSG00000202142.1	100965825	100985896
chr14	ENSG00000199942.1	100966477	100986551
chr14	ENSG00000201500.1	100967389	100987466
chr14	ENSG00000201036.1	100969002	100989090
chr14	ENSG00000201710.1	100969992	100990066
chr14	ENSG00000202048.1	100971004	100991075
chr14	ENSG00000272344.1	100971975	100992046
chr14	ENSG00000202293.1	100972926	100992997
chr14	ENSG00000200406.1	100973876	100993947
chr14	ENSG00000201899.1	100974777	100994848
chr14	ENSG00000200612.1	100976057	100996128
chr14	ENSG00000200636.1	100978161	100998230
chr14	ENSG00000200480.1	100979130	100999201
chr14	ENSG00000201689.1	100980091	101000160
chr14	ENSG00000201318.1	100981919	101001990
chr14	ENSG00000200089.1	100983236	101003310
chr14	ENSG00000222095.1	100984257	101004330
chr14	ENSG00000199088.5	101012066	101032132
chr14	ENSG00000199109.4	101013325	101033420
chr14	ENSG00000207749.4	101013794	101033856
chr14	ENSG00000198982.4	101015017	101035077
chr14	ENSG00000221745.3	101015564	101035651
chr14	ENSG00000199069.3	101015732	101035817
chr14	ENSG00000211582.1	101016020	101036107
chr14	ENSG00000207761.3	101016785	101036864
chr14	ENSG00000207762.1	101017100	101037183
chr14	ENSG00000194717.4	101019634	101039714
chr14	ENSG00000221036.5	101020052	101040129
chr14	ENSG00000212040.3	101021987	101042064
chr14	ENSG00000207743.3	101023755	101043836
chr14	ENSG00000283279.1	101029690	101049755
chr14	ENSG00000283561.1	101030069	101050148
chr14	ENSG00000207934.1	101030219	101050299
chr14	ENSG00000283556.1	101030436	101050535
chr14	ENSG00000283588.1	101030782	101050849
chr14	ENSG00000215957.1	101031363	101051445
chr14	ENSG00000221525.1	101032977	101053062
chr14	ENSG00000221614.1	101034198	101054283
chr14	ENSG00000258861.1	101035157	101061795
chr14	ENSG00000199020.3	101035920	101055994
chr14	ENSG00000207754.3	101036455	101056538
chr14	ENSG00000202560.4	101037321	101057398
chr14	ENSG00000216099.3	101037901	101057979
chr14	ENSG00000207587.1	101038658	101058748
chr14	ENSG00000207646.1	101039550	101059646
chr14	ENSG00000207742.3	101042446	101062525
chr14	ENSG00000283170.1	101044306	101064381
chr14	ENSG00000207993.3	101044687	101064759
chr14	ENSG00000276352.2	101045258	101065323
chr14	ENSG00000208027.4	101045419	101065491
chr14	ENSG00000208004.2	101046219	101066300
chr14	ENSG00000207978.1	101049755	101069838
chr14	ENSG00000207961.3	101050573	101070674
chr14	ENSG00000199015.4	101052050	101072118
chr14	ENSG00000216179.1	101054495	101074578
chr14	ENSG00000199107.3	101055300	101075378
chr14	ENSG00000199012.2	101055447	101075537
chr14	ENSG00000199025.4	101055598	101075667
chr14	ENSG00000199092.4	101055912	101075991
chr14	ENSG00000207959.1	101056724	101076801
chr14	ENSG00000223403.3	101059911	101082937
chr14	ENSG00000230805.6	101063869	101087910
chr14	ENSG00000259004.1	101110856	101133542
chr14	ENSG00000277754.1	101135480	101155695
chr14	ENSG00000258681.1	101207372	101228241
chr14	ENSG00000258497.1	101247332	101288318
chr14	ENSG00000258460.1	101322516	101344331
chr14	ENSG00000259023.2	101395987	101417922
chr14	ENSG00000259082.1	101432076	101454315
chr14	ENSG00000259166.1	101437642	101467117
chr14	ENSG00000258498.8	101542221	101570431
chr14	ENSG00000197406.7	101551351	101573452
chr14	ENSG00000258919.1	101618984	101642530
chr14	ENSG00000258404.1	101624454	101741108
chr14	ENSG00000241494.1	101667943	101688380
chr14	ENSG00000258512.1	101720437	101742522
chr14	ENSG00000078304.19	101751798	101937989
chr14	ENSG00000259088.1	101786555	101820321
chr14	ENSG00000207208.1	101793227	101813331
chr14	ENSG00000256705.3	101823435	101849531
chr14	ENSG00000259161.2	101833394	101854122
chr14	ENSG00000271780.1	101938347	101959425
chr14	ENSG00000272444.1	101942416	101963063
chr14	ENSG00000197102.10	101954528	102060791
chr14	ENSG00000259013.2	101959364	101979601
chr14	ENSG00000258959.1	102026315	102076228
chr14	ENSG00000240457.3	102067180	102087472
chr14	ENSG00000080824.18	102070738	102149502
chr14	ENSG00000140153.17	102129700	102234847
chr14	ENSG00000080823.22	102214500	102315200
chr14	ENSG00000022976.15	102307377	102349229
chr14	ENSG00000100865.14	102331102	102372916
chr14	ENSG00000196663.15	102352963	102511675
chr14	ENSG00000156381.8	102492482	102519799
chr14	ENSG00000266015.1	102529644	102549726
chr14	ENSG00000259230.1	102535254	102565826
chr14	ENSG00000239224.3	102572888	102593177
chr14	ENSG00000089902.9	102582661	102740576
chr14	ENSG00000230988.3	102652240	102672708
chr14	ENSG00000202459.1	102685388	102705495
chr14	ENSG00000259508.1	102760040	102784791
chr14	ENSG00000131323.14	102767476	102921500
chr14	ENSG00000206969.1	102855856	102875963
chr14	ENSG00000166126.10	102912656	102941192
chr14	ENSG00000198752.10	102922379	103067462
chr14	ENSG00000259515.1	102923844	102947177
chr14	ENSG00000213176.4	103031469	103052094
chr14	ENSG00000283071.1	103074210	103100027
chr14	ENSG00000259444.1	103084723	103108885
chr14	ENSG00000205436.7	103090144	103120559
chr14	ENSG00000259717.1	103110847	103133007
chr14	ENSG00000185215.8	103113442	103147439
chr14	ENSG00000259374.2	103129675	103151959
chr14	ENSG00000259535.1	103138597	103159408
chr14	ENSG00000259525.1	103174204	103195039
chr14	ENSG00000251533.2	103177221	103199028
chr14	ENSG00000270705.1	103197748	103217789
chr14	ENSG00000278071.1	103198100	103218876
chr14	ENSG00000242837.1	103231492	103251972
chr14	ENSG00000270938.1	103269223	103289955
chr14	ENSG00000240624.1	103272933	103293468
chr14	ENSG00000259775.1	103321674	103342367
chr14	ENSG00000100664.10	103323544	103355025
chr14	ENSG00000272533.1	103327849	103347974
chr14	ENSG00000259428.1	103354239	103374820
chr14	ENSG00000243904.1	103364033	103384916
chr14	ENSG00000075413.17	103375392	103513831
chr14	ENSG00000244691.1	103402119	103422761
chr14	ENSG00000166165.12	103509659	103533111
chr14	ENSG00000260285.1	103515010	103539072
chr14	ENSG00000166166.12	103519184	103547073
chr14	ENSG00000252469.1	103540345	103560406
chr14	ENSG00000258851.1	103543421	103571877
chr14	ENSG00000166170.9	103546544	103572831
chr14	ENSG00000126214.21	103551896	103724104
chr14	ENSG00000256053.7	103552962	103617523
chr14	ENSG00000201184.1	103557405	103577545
chr14	ENSG00000246451.2	103672362	103694015
chr14	ENSG00000270108.1	103677576	103698127
chr14	ENSG00000269910.1	103684516	103704559
chr14	ENSG00000269940.1	103685051	103705170
chr14	ENSG00000269958.1	103686353	103707163
chr14	ENSG00000126215.13	103687609	103725504
chr14	ENSG00000100711.13	103705730	103743668
chr14	ENSG00000253096.1	103715728	103735825
chr14	ENSG00000088808.16	103723752	103857590
chr14	ENSG00000270591.1	103752803	103773277
chr14	ENSG00000202275.1	103787272	103807348
chr14	ENSG00000258735.1	103837721	103868049
chr14	ENSG00000258534.1	103844403	103890111
chr14	ENSG00000258914.1	103865055	103887478
chr14	ENSG00000156411.9	103902288	103938269
chr14	ENSG00000156414.18	103918462	104062667
chr14	ENSG00000227729.3	103930426	103952308
chr14	ENSG00000242894.3	104003642	104023933
chr14	ENSG00000166183.15	104075679	104125581
chr14	ENSG00000207568.1	104107405	104127514
chr14	ENSG00000258748.1	104127150	104147898
chr14	ENSG00000066735.14	104128723	104190894
chr14	ENSG00000258913.1	104213584	104298069
chr14	ENSG00000258598.1	104366530	104388951
chr14	ENSG00000222761.1	104390943	104411048
chr14	ENSG00000213159.4	104440979	104461433
chr14	ENSG00000258986.6	104464678	104615647
chr14	ENSG00000184601.10	104569684	104600515
chr14	ENSG00000258736.1	104643548	104665787
chr14	ENSG00000260792.1	104651120	104675558
chr14	ENSG00000265291.1	104667694	104687749
chr14	ENSG00000256050.2	104671146	104694932
chr14	ENSG00000203485.12	104679606	104732535
chr14	ENSG00000258858.1	104680091	104701284
chr14	ENSG00000185100.10	104714186	104757310
chr14	ENSG00000184990.12	104743100	104778494
chr14	ENSG00000142208.15	104759387	104805751
chr14	ENSG00000179627.9	104790596	104814712
chr14	ENSG00000279140.1	104805449	104825753
chr14	ENSG00000258701.1	104811201	104833718
chr14	ENSG00000239365.2	104820838	104841171
chr14	ENSG00000196183.5	104825997	104846852
chr14	ENSG00000258811.1	104832663	104855916
chr14	ENSG00000258593.2	104847792	104868836
chr14	ENSG00000099814.15	104855280	104906770
chr14	ENSG00000259067.1	104894342	104915204
chr14	ENSG00000166428.12	104914816	104947252
chr14	ENSG00000185567.6	104927791	104988357
chr14	ENSG00000140104.13	104975775	105009527
chr14	ENSG00000170779.10	104999573	105031148
chr14	ENSG00000183484.11	105039389	105075445
chr14	ENSG00000257556.1	105083609	105109004
chr14	ENSG00000280244.1	105100347	105120807
chr14	ENSG00000258154.2	105102690	105122863
chr14	ENSG00000184916.8	105130981	105178824
chr14	ENSG00000273778.1	105140778	105160864
chr14	ENSG00000183828.14	105162938	105191312
chr14	ENSG00000185024.16	105199286	105325589
chr14	ENSG00000184887.13	105238912	105261093
chr14	ENSG00000179364.13	105304415	105408147
chr14	ENSG00000279495.1	105360418	105382918
chr14	ENSG00000242085.1	105364618	105384971
chr14	ENSG00000226174.6	105388579	105423859
chr14	ENSG00000251602.6	105406884	105429739
chr14	ENSG00000182979.17	105409820	105480729
chr14	ENSG00000257270.1	105457793	105477934
chr14	ENSG00000182809.10	105462962	105490170
chr14	ENSG00000213145.9	105476317	105498947
chr14	ENSG00000185347.17	105479855	105509575
chr14	ENSG00000184986.10	105516603	105540202
chr14	ENSG00000230157.1	105526861	105547239
chr14	ENSG00000234402.1	105536610	105559694
chr14	ENSG00000211890.3	105576889	105598395
chr14	ENSG00000211891.5	105589941	105611728
chr14	ENSG00000274172.1	105611116	105631180
chr14	ENSG00000211892.3	105614341	105636066
chr14	ENSG00000277030.1	105630168	105650232
chr14	ENSG00000211893.3	105633052	105654790
chr14	ENSG00000253364.2	105637924	105659057
chr14	ENSG00000253755.1	105654633	105679843
chr14	ENSG00000213140.3	105662308	105683314
chr14	ENSG00000253701.2	105693961	105714602
chr14	ENSG00000211895.4	105697118	105718665
chr14	ENSG00000253692.3	105711794	105732527
chr14	ENSG00000211896.7	105726343	105753071
chr14	ENSG00000211897.8	105759102	105781405
chr14	ENSG00000270371.1	105775505	105795831
chr14	ENSG00000211898.7	105826765	105855678
chr14	ENSG00000211899.9	105841708	105866218
chr14	ENSG00000265612.1	105847513	105867572
chr14	ENSG00000264024.2	105848124	105868164
chr14	ENSG00000263413.2	105848176	105868242
chr14	ENSG00000264781.1	105849484	105869553
chr14	ENSG00000211900.2	105853198	105873258
chr14	ENSG00000237111.1	105853416	105873465
chr14	ENSG00000242472.1	105853814	105873862
chr14	ENSG00000240041.1	105854215	105874260
chr14	ENSG00000242887.1	105854587	105874635
chr14	ENSG00000237547.1	105854793	105874852
chr14	ENSG00000211904.2	105855199	105875250
chr14	ENSG00000211905.1	105855407	105875458
chr14	ENSG00000236597.1	105855551	105875561
chr14	ENSG00000227335.1	105855624	105875678
chr14	ENSG00000211907.1	105871034	105891053
chr14	ENSG00000225825.1	105871539	105891556
chr14	ENSG00000211909.1	105873903	105893922
chr14	ENSG00000227196.1	105874870	105894888
chr14	ENSG00000211911.1	105876031	105896061
chr14	ENSG00000211912.1	105878551	105898578
chr14	ENSG00000244620.1	105880084	105906577
chr14	ENSG00000237020.1	105881191	105901207
chr14	ENSG00000211914.1	105881699	105901719
chr14	ENSG00000211915.1	105883542	105903561
chr14	ENSG00000227800.1	105884508	105904523
chr14	ENSG00000211917.1	105885634	105905670
chr14	ENSG00000211918.1	105887957	105907987
chr14	ENSG00000227108.1	105890638	105910654
chr14	ENSG00000211920.1	105891142	105911162
chr14	ENSG00000211921.1	105892649	105912671
chr14	ENSG00000232543.2	105893616	105913631
chr14	ENSG00000211923.1	105894497	105914527
chr14	ENSG00000211924.1	105894681	105914711
chr14	ENSG00000211925.1	105897211	105917241
chr14	ENSG00000237197.1	105899907	105919923
chr14	ENSG00000228131.1	105900410	105920427
chr14	ENSG00000211928.1	105902257	105922276
chr14	ENSG00000233655.1	105903222	105923237
chr14	ENSG00000211930.1	105904359	105924389
chr14	ENSG00000211931.1	105906826	105926856
chr14	ENSG00000226777.7	105907979	105942642
chr14	ENSG00000236170.1	105909502	105929518
chr14	ENSG00000211933.2	105929756	105950253
chr14	ENSG00000254279.1	105935210	105955389
chr14	ENSG00000271968.2	105959729	105982269
chr14	ENSG00000225200.2	105968520	105989146
chr14	ENSG00000211934.3	105976582	105997083
chr14	ENSG00000253780.1	105991534	106011824
chr14	ENSG00000211935.3	105995095	106015574
chr14	ENSG00000276775.1	106001922	106022420
chr14	ENSG00000282122.1	106015145	106035630
chr14	ENSG00000211937.3	106027902	106048365
chr14	ENSG00000253387.1	106029666	106049764
chr14	ENSG00000254053.1	106035600	106055860
chr14	ENSG00000253763.1	106045549	106065998
chr14	ENSG00000211938.2	106052151	106072683
chr14	ENSG00000282639.1	106078122	106098573
chr14	ENSG00000282651.2	106097972	106118464
chr14	ENSG00000211941.3	106106635	106127204
chr14	ENSG00000254215.1	106110207	106130473
chr14	ENSG00000254174.1	106112420	106132709
chr14	ENSG00000211942.3	106119540	106140072
chr14	ENSG00000253412.1	106132287	106152577
chr14	ENSG00000253709.1	106135891	106156131
chr14	ENSG00000211943.2	106143624	106164163
chr14	ENSG00000253458.1	106153583	106173802
chr14	ENSG00000211944.2	106155205	106175730
chr14	ENSG00000283948.1	106160749	106181052
chr14	ENSG00000254046.1	106164342	106184760
chr14	ENSG00000273894.1	106169554	106190519
chr14	ENSG00000211945.2	106174901	106195394
chr14	ENSG00000253883.1	106186700	106206990
chr14	ENSG00000271201.1	106196603	106218571
chr14	ENSG00000211946.3	106200936	106221453
chr14	ENSG00000211947.2	106225064	106245594
chr14	ENSG00000253957.1	106247762	106268223
chr14	ENSG00000253345.1	106253362	106273626
chr14	ENSG00000254045.1	106254688	106274715
chr14	ENSG00000211949.3	106258606	106279140
chr14	ENSG00000211950.2	106266548	106287043
chr14	ENSG00000238275.2	106276811	106297657
chr14	ENSG00000276210.2	106277674	106298828
chr14	ENSG00000253441.1	106279029	106299479
chr14	ENSG00000253367.1	106283568	106303808
chr14	ENSG00000211951.2	106291396	106311862
chr14	ENSG00000253462.1	106299417	106319666
chr14	ENSG00000253482.1	106304651	106324975
chr14	ENSG00000254326.1	106307823	106328236
chr14	ENSG00000211952.3	106314254	106334760
chr14	ENSG00000253149.3	106319432	106339684
chr14	ENSG00000254289.2	106321106	106341563
chr14	ENSG00000270550.1	106325082	106345613
chr14	ENSG00000253491.2	106332680	106352980
chr14	ENSG00000253587.2	106334385	106354833
chr14	ENSG00000231475.3	106339283	106359792
chr14	ENSG00000283607.2	106344448	106364704
chr14	ENSG00000270474.2	106346145	106366591
chr14	ENSG00000211955.2	106349793	106370324
chr14	ENSG00000254203.1	106357385	106377664
chr14	ENSG00000253440.1	106359107	106379546
chr14	ENSG00000211956.2	106363663	106384145
chr14	ENSG00000253325.1	106367300	106387733
chr14	ENSG00000211957.2	106379392	106399858
chr14	ENSG00000253240.1	106382774	106403231
chr14	ENSG00000253359.1	106386676	106407114
chr14	ENSG00000211958.2	106400493	106421021
chr14	ENSG00000253989.2	106408018	106428299
chr14	ENSG00000211959.2	106411711	106432218
chr14	ENSG00000253467.2	106415359	106435654
chr14	ENSG00000228757.1	106426415	106446555
chr14	ENSG00000253294.1	106430950	106451007
chr14	ENSG00000278473.1	106433133	106453583
chr14	ENSG00000228966.2	106450092	106471055
chr14	ENSG00000254228.2	106453256	106473691
chr14	ENSG00000232216.1	106460264	106480800
chr14	ENSG00000283195.1	106462791	106483000
chr14	ENSG00000283562.1	106468006	106488393
chr14	ENSG00000283464.1	106471424	106491706
chr14	ENSG00000270816.5	106472439	106531073
chr14	ENSG00000253465.1	106479345	106499756
chr14	ENSG00000253895.1	106484134	106504156
chr14	ENSG00000211961.3	106496996	106517491
chr14	ENSG00000211962.2	106501117	106521856
chr14	ENSG00000253808.1	106505818	106525854
chr14	ENSG00000229092.2	106508582	106529027
chr14	ENSG00000253862.1	106521141	106541471
chr14	ENSG00000211964.3	106527810	106548344
chr14	ENSG00000211965.4	106546936	106567477
chr14	ENSG00000253386.1	106554375	106574598
chr14	ENSG00000253241.1	106556117	106576555
chr14	ENSG00000211966.2	106568744	106589236
chr14	ENSG00000254167.1	106573506	106593807
chr14	ENSG00000253941.1	106574718	106594976
chr14	ENSG00000253545.1	106576376	106596826
chr14	ENSG00000211967.3	106582676	106603347
chr14	ENSG00000253714.1	106589670	106609924
chr14	ENSG00000275475.1	106591346	106611792
chr14	ENSG00000254395.1	106596101	106616551
chr14	ENSG00000253131.1	106599762	106620196
chr14	ENSG00000253759.1	106608894	106629173
chr14	ENSG00000211968.3	106612357	106632855
chr14	ENSG00000224373.3	106617249	106637825
chr14	ENSG00000253742.1	106621197	106641653
chr14	ENSG00000199480.1	106626672	106646786
chr14	ENSG00000254329.1	106627718	106647973
chr14	ENSG00000211970.3	106629119	106649657
chr14	ENSG00000253132.1	106633142	106653585
chr14	ENSG00000253747.1	106640551	106660785
chr14	ENSG00000253936.1	106642237	106662681
chr14	ENSG00000223648.4	106647725	106668258
chr14	ENSG00000253209.1	106656092	106676532
chr14	ENSG00000253169.2	106661772	106682073
chr14	ENSG00000211972.2	106665017	106685544
